time,instru_id,delta_avg_p, average price,return,avg_minus_open, delta_open_p,open_minus_close,delta_avg_p_next,return_next,delta mq autocorr.TS,spread_diff2,spread,avg_volume.T_lag1,avg mq.TS_lag1,avg_volume.T,avg mq.TS_lag3,avg mq.T_lag4,spread_diff,avg mq.TS_diff2,avg mq.TS_lag2,avg mq.T_diff2,open_minus_close_y_lag1,delta mq autocorr.TS_lag2,avg_volume.T_lag2,delta mq autocorr.TS_lag4,avg mq.T_lag3,avg mq.TF_lag2,avg mq.TF_lag3,avg mq.TF_diff2,avg mq.TF_diff,avg_volume.T_lag4,avg mq.TF_lag4,delta mq autocorr.TS_lag3,instru_id_is2,avg mq.TS_diff,avg mq.T_diff,avg mq.T_lag1, average price_y_lag1,avg mq.TF_lag1,avg mq.T_lag2,delta mq autocorr.TS_lag1,avg mq.TS_lag4,instru_id_is2
2022-03-01 09:40:00,1,-0.0780942618692819,100.23739933987174,-0.0007790930569187,-0.060700660128262,-0.016300000000001,0.0731000000000108,-0.0780942618692819,-0.0007790930569187,-0.2336736354445019,,0.0025877001013157,,,7647.878737458194,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False
2022-03-01 09:50:00,1,-0.0394294606229692,100.19796987924876,-0.0003935155639429,-0.0249301207512218,-0.0752000000000094,0.053299999999993,-0.0394294606229692,-0.0003935155639429,-0.0027777777777777,,0.0041500779604888,7647.878737458194,101.19478305785124,8158.931530612245,,,0.0015623778591731,,,,0.0731000000000108,,,,,,,,-0.026091394243650257,,,,False,-0.007999311294753397,-0.05429271039520245,100.17033862876256,100.23739933987174,101.46822026022303,,-0.2336736354445019,,False
2022-03-01 10:00:00,1,-0.0211915324672133,100.17677834678156,-0.0002115413653437,0.0091783467815673,-0.0553000000000025,0.0001999999999924,-0.0211915324672133,-0.0002115413653437,-0.037191622568383,-0.0015255583216742998,0.0010621417796414,8158.931530612245,101.18678374655649,7613.95078621908,,,-0.0030879361808474,-0.010880252239999777,101.19478305785124,-0.07760894678376928,0.053299999999993,-0.2336736354445019,7647.878737458194,,,101.46822026022303,,-0.034886926889697634,-0.008795532646047377,,,,False,-0.0028809409452463797,-0.023316236388566836,100.11604591836736,100.19796987924876,101.44212886597938,100.17033862876256,-0.0027777777777777,,False
2022-03-01 10:10:00,1,-0.0094877191873194,100.16729062759424,-9.471873630478138e-05,9.062759424693922e-05,-0.000399999999999,0.0082999999999913,-0.0094877191873194,-9.471873630478138e-05,-0.1431492842535785,-0.0020068528765762,0.0021432250839126,7613.95078621908,101.18390280561124,8194.318152985075,101.19478305785124,,0.0010810833042711999,-0.005255226057371942,101.18678374655649,-0.04330804523304721,0.0001999999999924,-0.0027777777777777,8158.931530612245,,100.17033862876256,101.44212886597938,101.46822026022303,-0.016093919742829144,-0.0072983870967817666,,,-0.2336736354445019,False,-0.0023742851121255626,-0.019991808844480374,100.0927296819788,100.17677834678156,101.43333333333334,100.11604591836736,-0.037191622568383,,False
2022-03-01 10:20:00,1,-0.0251321530090962,100.14215847458514,-0.0002509647624129,-0.0135415254148512,-0.011499999999998,0.0258999999999929,-0.0251321530090962,-0.0002509647624129,-0.1779802310352185,0.0016844346672826999,0.0027465764469241,8194.318152985075,101.18152852049911,10314.78931569343,101.18678374655649,100.17033862876256,0.0006033513630115,-0.01047909237591682,101.18390280561124,-0.05027530241675038,0.0082999999999913,-0.037191622568383,7613.95078621908,-0.2336736354445019,100.11604591836736,101.43333333333334,101.44212886597938,-0.03441369047619958,-0.02711530337941781,7647.878737458194,101.46822026022303,-0.0027777777777777,False,-0.008104807263791258,-0.030283493572270004,100.07273787313432,100.16729062759424,101.42603494623656,100.0927296819788,-0.1431492842535785,101.19478305785124,False
2022-03-01 10:30:00,1,0.0036058554838831,100.14576433006904,3.600607083090063e-05,0.0158643300690215,-0.0257999999999896,-0.0219999999999913,0.0036058554838831,3.600607083090063e-05,0.0439907993098075,0.0022940392817929005,0.0044372643657055,10314.78931569343,101.17342371323532,10070.781504424778,101.18390280561124,100.11604591836736,0.0016906879187814005,-0.008499170394273392,101.18152852049911,-0.021069731541388137,0.0258999999999929,-0.1431492842535785,8194.318152985075,-0.0027777777777777,100.0927296819788,101.42603494623656,101.43333333333334,-0.034508031122669536,-0.007392727743251726,8158.931530612245,101.44212886597938,-0.037191622568383,False,-0.0003943631304821338,0.009213762030881867,100.04245437956205,100.14215847458514,101.39891964285714,100.07273787313432,-0.1779802310352185,101.18678374655649,False
2022-03-01 10:40:00,1,0.0112350787186414,100.15699940878768,0.000112174673612,0.0050994087876716,0.0219999999999913,-0.0118999999999971,0.0112350787186414,0.000112174673612,0.0,0.0007953931499855003,0.0035419695969096,10070.781504424778,101.17302935010484,8683.262167019027,101.18152852049911,100.0927296819788,-0.0008952947687959002,-0.0003710140065180667,101.17342371323532,0.014765493588072331,-0.0219999999999913,-0.1779802310352185,10314.78931569343,-0.037191622568383,100.07273787313432,101.39891964285714,101.42603494623656,-0.0015263095238111646,0.005866418219440561,7613.95078621908,101.43333333333334,-0.1431492842535785,False,2.3349123964067076e-05,0.005551731557190465,100.05166814159293,100.14576433006904,101.39152691511389,100.04245437956205,0.0439907993098075,101.18390280561124,False
2022-03-01 10:50:00,1,-0.0099330198695355,100.14706638891812,-9.91843318800868e-05,-0.0148336110818689,0.0100000000000051,0.0157000000000095,-0.0099330198695355,-9.91843318800868e-05,-0.0017035775127735,-0.006701678780203101,-0.0022644144144976,8683.262167019027,101.1730526992288,8699.84451357466,101.17342371323532,100.07273787313432,-0.0058063840114072,-0.005542040460156272,101.17302935010484,-0.005944159692489848,-0.0118999999999971,0.0439907993098075,10070.781504424778,-0.1431492842535785,100.04245437956205,101.39152691511389,101.39891964285714,-0.005840974070807192,-0.011707392290247753,8194.318152985075,101.42603494623656,-0.1779802310352185,False,-0.005565389584120339,-0.011495891249680312,100.05721987315012,100.15699940878768,101.39739333333333,100.05166814159293,0.0,101.18152852049911,False
2022-03-01 11:00:00,1,-0.0091608689770339,100.1379055199411,-9.14825303112584e-05,-0.0097944800589004,-0.0142000000000024,0.0211000000000041,-0.0091608689770339,-9.14825303112584e-05,-0.2499999999999999,-0.0005291876420017,0.0030127819549079,8699.84451357466,101.16748730964468,9533.507613122172,101.17302935010484,100.04245437956205,0.005277196369405501,-0.004828233670608029,101.1730526992288,-0.027016253240617516,0.0157000000000095,0.0,8683.262167019027,-0.1779802310352185,100.05166814159293,101.39739333333333,101.39152691511389,-0.011264301075243566,0.0004430912150041877,10314.78931569343,101.39891964285714,0.0439907993098075,False,0.0007371559135123107,-0.015520361990937204,100.04572398190044,100.14706638891812,101.38568594104308,100.05721987315012,-0.0017035775127735,101.17342371323532,False
2022-03-01 11:10:00,1,-0.0031854094294203,100.13472011051168,-3.181123815900066e-05,0.0092201105116771,-0.022199999999998,-0.0130999999999943,-0.0031854094294203,-3.181123815900066e-05,-0.0556630323240948,0.0059395986896645,0.0036751842751669,9533.507613122172,101.1682244655582,9115.73993492408,101.1730526992288,100.05166814159293,0.0006624023202589997,0.0043521965281598796,101.16748730964468,-0.021982116390674378,0.0211000000000041,-0.0017035775127735,8699.84451357466,0.0439907993098075,100.05721987315012,101.38568594104308,101.39739333333333,-0.010634394651319212,-0.0110774858663234,10070.781504424778,101.39152691511389,0.0,False,0.003615040614647569,-0.006461754399737174,100.0302036199095,100.1379055199411,101.38612903225808,100.04572398190044,-0.2499999999999999,101.17302935010484,False
