time,instru_id,delta_avg_p, average price,return,avg_minus_open, delta_open_p,open_minus_close,delta_avg_p_next,return_next,avg mq.T_lag3,return_y_lag1,avg_volume.T_lag2,avg mq.TS_lag1,avg mq.TF_diff,avg mq.T_lag2,avg mq.TS_diff,avg mq.T_lag4,avg_volume.TS_lag1,avg mq.T_lag1,avg mq.TF_diff2,return_next_y_lag1,avg_volume.TF,avg_volume.T_lag3,delta p autocorr_lag1,delta p autocorr_lag2,TTM_lag4,avg mq.T_diff,avg_volume.T,TTM_lag1,spread_lag3,avg mq.TS_lag3,TTM_lag2,TTM_diff,delta mq autocorr.TF_diff,delta_avg_p_next_y_lag1,avg_volume.TF_diff2,avg_volume.T_lag4,avg mq.TF_lag1,instru_id_is2,avg_volume.T_lag1,avg mq.TF_lag3,TTM_lag3,avg mq.TS_lag4,avg mq.TF_lag4,avg_volume.TF_diff,avg mq.TS_lag2,avg_volume.TS_lag4,open_minus_close_y_lag1,avg mq.T_diff2,TTM_diff2,delta_avg_p_y_lag1, average price_y_lag1,delta mq autocorr.TF_lag2,avg mq.TS_diff2,avg mq.TF_lag2,avg_volume.TS,spread_diff,instru_id_is2
2022-03-01 10:30:00,1,-0.037889866978972,100.15031345920944,-0.0003783299888961,-0.0168865407905514,-0.1309000000000111,0.0152999999999963,-0.037889866978972,-0.0003783299888961,,,,,,,,,,,,,10809.727698313554,,,,,,9541.934884778651,,,,,,,,,,,False,,,,,,,,,,,,,,,,,13969.045493046777,,False
2022-03-01 11:00:00,1,-0.00209012225028,100.14822333695916,-2.087028786569295e-05,-0.0036766630408351,-0.0152999999999963,0.0253000000000014,-0.00209012225028,-2.087028786569295e-05,,-0.0003783299888961,,101.1761788874842,-0.016865907870823094,,-0.006635698115417199,,13969.045493046777,100.05545482110372,,-0.0003783299888961,9842.35836455894,,-0.1897630450759811,,,-0.010779065761042261,8965.604012527634,14355.689828597204,,,,-29.235974207482286,0.06434770472325789,-0.037889866978972,,,101.40613991255466,False,9541.934884778651,,,,,-967.3693337546138,,,0.0152999999999963,,,-0.037889866978972,100.15031345920944,,,,18053.81065614618,0.0014250014065311,False
2022-03-01 11:30:00,1,-0.0133077197662743,100.13491561719287,-0.0001328978976439,0.0094156171928858,-0.0263999999999953,-0.0198999999999927,-0.0133077197662743,-0.0001328978976439,,-2.087028786569295e-05,9541.934884778651,101.16954318936878,-0.013994999158981614,100.05545482110372,-0.002009204661902686,,18053.81065614618,100.04467575534268,-0.030860907029804707,-2.087028786569295e-05,8413.246729281767,,-0.1207284179435053,-0.1897630450759811,,-0.02343349528075578,8220.363765479875,14326.453854389722,,,14355.689828597204,-28.180662565820967,0.009127163294001012,-0.00209012225028,-2396.480969031787,,101.38927400468384,False,8965.604012527634,,,,,-1429.1116352771733,101.1761788874842,,0.0253000000000014,-0.03421256104179804,-57.41663677330325,-0.00209012225028,100.14822333695916,-0.147861633561998,-0.008644902777319885,101.40613991255466,18219.67622769754,0.0011988400873122,False
2022-03-01 12:00:00,1,0.0151483934510991,100.150064010644,0.000151256952262,0.0046640106439923,0.0198999999999927,-0.0057000000000044,0.0151483934510991,0.000151256952262,100.05545482110372,-0.0001328978976439,8965.604012527634,101.16753398470688,0.01097099447514438,100.04467575534268,-3.398470687443478e-05,,18219.67622769754,100.02124226006192,-0.0030240046838372336,-0.0001328978976439,3599.2475,9541.934884778651,-0.192156769941544,-0.1207284179435053,,0.013757739938071722,8102.92,14298.2731918239,0.0015742448435531,101.1761788874842,14326.453854389722,-23.217422593130323,0.0,-0.0133077197662743,-6243.110864558941,,101.37527900552486,False,8220.363765479875,101.40613991255466,14355.689828597204,,,-4813.999229281768,101.16954318936878,,-0.0198999999999927,-0.009675755342684056,-51.39808515895129,-0.0133077197662743,100.13491561719287,-0.0835139288387401,-0.0020431893687771208,101.38927400468384,7081.889999999999,-0.0053763472069475,False
2022-03-01 14:00:00,1,-0.0401614900715259,100.10990252057246,-0.0004011740003769,-0.0264974794275332,-0.0090000000000003,0.0227999999999894,-0.0401614900715259,-0.0004011740003769,100.04467575534268,0.000151256952262,8220.363765479875,101.1675,-0.032488558352397945,100.02124226006192,-0.01391900510203925,100.05545482110372,7081.889999999999,100.035,-0.021517563877253565,0.000151256952262,10542.257073798626,8965.604012527634,-0.3479328422605718,-0.192156769941544,14355.689828597204,-0.03388023952095409,11632.213467065869,14275.05576923077,0.0029992462500842,101.16954318936878,14298.2731918239,-133.97490005514192,-0.07144752245125231,0.0151483934510991,2129.010344516859,9541.934884778651,101.38625,False,8102.92,101.38927400468384,14326.453854389722,101.1761788874842,101.40613991255466,6943.009573798627,101.16753398470688,13969.045493046777,-0.0057000000000044,-0.02012249958288237,-157.19232264827224,0.0151483934510991,100.150064010644,-0.0743867655447391,-0.013952989808913685,101.37527900552486,14366.679917091837,-0.0015699635377189,False
2022-03-01 14:30:00,1,0.019058730473759,100.12896125104622,0.0001903418375226,0.0183612510462154,-0.0257999999999896,-0.0037999999999982,0.019058730473759,0.0001903418375226,100.02124226006192,-0.0004011740003769,8102.92,101.15358099489796,0.01174440630559559,100.035,0.005778818186158219,100.04467575534268,14366.679917091837,100.00111976047904,-0.020744152046802355,-0.0004011740003769,7600.297418128655,8220.363765479875,-0.2004580424544315,-0.3479328422605718,14326.453854389722,0.0030086798879125354,9049.22414678899,14141.080869175628,0.0041980863373964,101.16753398470688,14275.05576923077,-26.01555150809145,0.08502347718496861,-0.0401614900715259,4001.0499181286555,8965.604012527634,101.3537614416476,False,11632.213467065869,101.37527900552486,14298.2731918239,101.16954318936878,101.38927400468384,-2941.9596556699707,101.1675,18053.81065614618,0.0227999999999894,-0.030871559633041556,-159.99045156323336,-0.0401614900715259,100.10990252057246,-0.0743867655447391,-0.008140186915881031,101.38625,23606.55276635514,0.0059017760652579,False
2022-03-01 15:00:00,1,-0.0172714833474998,100.11168976769872,-0.0001725221438932,-0.0030102323012783,0.0040999999999939,0.0044000000000039,-0.0172714833474998,-0.0001725221438932,100.035,0.0001903418375226,11632.213467065869,101.15935981308412,-0.011745529556961287,100.00111976047904,-0.004683324627237084,100.02124226006192,23606.55276635514,100.00412844036696,-1.1232513656977972e-06,0.0001903418375226,6882.402479363208,8102.92,-0.1847038031653355,-0.2004580424544315,14298.2731918239,-0.017692397330492327,11423.749115361625,14115.065317667537,-0.0011782608695511,101.1675,14141.080869175628,-26.76230646305521,-0.12491347426480251,0.019058730473759,-3659.854594435418,8220.363765479875,101.3655058479532,False,9049.22414678899,101.38625,14275.05576923077,101.16753398470688,101.37527900552486,-717.8949387654475,101.15358099489796,18219.67622769754,-0.0037999999999982,-0.014683717442579791,-52.77785797114666,0.019058730473759,100.12896125104622,-0.1458342879959914,0.0010954935589211345,101.3537614416476,19109.0117618469,-7.508788978330015e-05,False
2022-03-01 15:30:00,1,0.0016482734843918,100.11333804118313,1.6464074784059757e-05,0.0031380411831065,-0.004499999999993,-9.99999999891088e-05,0.0016482734843918,1.6464074784059757e-05,100.00111976047904,-0.0001725221438932,9049.22414678899,101.15467648845689,0.0007542719516777652,100.00412844036696,-0.0037632464477610483,100.035,19109.0117618469,99.98643604303646,-0.010991257605283522,-0.0001725221438932,12965.313933782269,11632.213467065869,-0.2946655239901169,-0.1847038031653355,14275.05576923077,0.00047017227986145826,17930.27977802442,14088.303011204482,-0.00274822440727,101.15358099489796,14115.065317667537,-29.9919670277759,0.0720879214393149,-0.0172714833474998,5365.016515653613,8102.92,101.35376031839624,False,11423.749115361625,101.3537614416476,14141.080869175628,101.1675,101.38625,6082.911454419061,101.15935981308412,7081.889999999999,0.0044000000000039,-0.01722222505063087,-56.75427349083111,-0.0172714833474998,100.11168976769872,-0.0608108108110228,-0.008446571074998133,101.3655058479532,19380.899052511417,-0.00030401932380639965,False
2022-03-01 16:00:00,1,-0.0234379756017943,100.08990006558132,-0.0002341692377196,-0.0203999344186769,9.99999999891088e-05,0.0161999999999977,-0.0234379756017943,-0.0002341692377196,100.00412844036696,1.6464074784059757e-05,11423.749115361625,101.15091324200912,0.0029854096520836038,99.98643604303646,-0.003413242009131068,100.00111976047904,19380.899052511417,99.98690621531632,0.003739681603761369,1.6464074784059757e-05,10034.41,9049.22414678899,-0.0049321543797796,-0.2946655239901169,14141.080869175628,0.0005937846836729932,9698.765,14058.311044176706,0.0031535516579879,101.15935981308412,14088.303011204482,-31.417104782767638,0.0,0.0016482734843918,3152.007520636792,11632.213467065869,101.35451459034792,False,17930.27977802442,101.3655058479532,14115.065317667537,101.15358099489796,101.3537614416476,-2930.9039337822687,101.15467648845689,14366.679917091837,-9.99999999891088e-05,0.0010639569635344515,-61.40907181054354,0.0016482734843918,100.11333804118313,-0.1857242850758253,-0.007176488456892116,101.35376031839624,16183.830000000002,0.0147160006352038,False
2022-03-01 16:30:00,1,0.0101657633306615,100.10006582891198,0.0001015560104429,-0.0020341710880131,-0.0082000000000022,0.0105999999999966,0.0101657633306615,0.0001015560104429,99.98643604303646,-0.0002341692377196,17930.27977802442,101.1475,0.0,99.98690621531632,0.0,100.00412844036696,16183.830000000002,99.9875,0.0029854096520836038,-0.0002341692377196,10034.41,11423.749115361625,-0.0265502186566267,-0.0049321543797796,14115.065317667537,0.0,9698.765,14026.893939393938,0.0030784637682046,101.15467648845689,14058.311044176706,-34.67949494949244,0.0,-0.0234379756017943,-2930.9039337822687,9049.22414678899,101.3575,False,9698.765,101.35376031839624,14088.303011204482,101.15935981308412,101.3655058479532,0.0,101.15091324200912,23606.55276635514,0.0161999999999977,0.0005937846836729932,-66.09659973226007,-0.0234379756017943,100.08990006558132,-0.1136363636365104,-0.003413242009131068,101.35451459034792,16183.830000000002,-0.005004730793913798,False
