,\delta p autocorr,direction autocorr,spread,trade_size_ave,trade_size_sum, Parks,Gk,TTM
2022-03-08 14:00:00,-0.1621524994878355,0.6472458996280462,0.0024123321123425,8146487145730.496,2297309375096000.0,4.386308588105738,7.450789743299783,4063.050827423168
2022-03-08 14:30:00,-0.1907849519535354,0.5610693769332734,0.0026227956988833,8895326263337.748,2686388531528000.0,4.757959079311561,8.082090321262632,4034.3432119205295
2022-03-08 15:00:00,-0.2140354004452749,0.5116830718971505,0.0048541560102535,9568472132139.176,1856283593635000.0,3.0722450588085315,5.218670438800363,4006.552319587629
2022-03-08 15:30:00,-0.1073304716886093,0.623529411764705,0.0073171428571185,9929185258214.283,695042968075000.0,1.1150967937700913,1.89420997323339,3978.861428571429
2022-03-08 16:00:00,-0.4402618639241689,0.6740186015747761,-0.001501374999961,10109494802789.477,576241203759000.0,0.9910580568956094,1.6835196180602574,3941.015789473684
2022-03-08 16:30:00,-0.1884456456177031,0.926075268817204,0.0007176774193311,10278231423089.283,575580959693000.0,1.0864372312028516,1.8455291190695489,3911.6958333333337
2022-03-08 17:00:00,-0.0699725757951466,0.3666666666666666,0.0045817460317607,10386001333666.666,405054052013000.0,0.7862813688528085,1.3356939848134002,3887.564957264957
2022-03-08 17:30:00,0.263739949075655,0.4444444444444443,0.006896825396808,10454846800625.0,167277548810000.0,0.323370257716104,0.549490585177708,3858.647916666667
2022-03-08 18:00:00,-1.0,,,10475035635000.0,41900142540000.0,0.080842564429026,0.1381196029476949,3833.925
2022-03-09 09:30:00,0.0794945738457577,0.1823232246362438,0.0031548717948624,30126051857.142857,843529452000.0,0.1657119521899037,0.2806487170149325,2893.0422619047617
2022-03-09 10:00:00,-0.3042689703172606,0.5331678706084749,0.0014829192866585,860313104085.8586,511025983827000.0,6.902545888563598,11.724945341049231,2861.422372119168
2022-03-09 10:30:00,-0.1792109241747214,0.5694995066500753,0.0011800425299384,3190769092255.556,4020369056242000.0,14.847531807025648,25.22065556244996,2833.920357142857
2022-03-09 11:00:00,-0.1697309100669385,0.6486751052551625,0.0012110909794245,5458517986235.385,3548036691053000.0,7.997500140430764,13.584885120399804,2807.7592820512823
2022-03-09 11:30:00,-0.280738408542787,0.5658793820558535,0.0018465531224904,6638509631158.209,2223900726438000.0,4.123763890141688,7.004771564467578,2778.9316915422887
2022-03-09 12:00:00,0.1788916499364783,0.6682951125722248,0.0093208333333052,7069449073966.667,212083472219000.0,0.3895505959138708,0.6613520791168236,2747.6705555555554
2022-03-09 14:00:00,-0.2802193840104027,0.5108262108262102,0.0091339261350213,7492066687289.474,2277588272936000.0,6.011913025806737,10.212074556440434,2620.8813596491227
2022-03-09 14:30:00,-0.1129652699063011,0.643658326143226,0.0085270004278896,8151512542227.848,1931908472508000.0,4.768850695937248,8.100548681066691,2597.258156028369
2022-03-09 15:00:00,-0.1094369853419359,0.5480344719107613,0.002859711224886,8703108102467.479,2140964593207000.0,5.005422670322471,8.502401523754127,2566.167615176152
2022-03-09 15:30:00,-0.1259916912259489,0.5903010033444811,0.0026756410256467,9076930699300.0,453846534965000.0,1.0173623313663558,1.7279999047365642,2539.161
2022-03-09 16:00:00,0.0878906805174347,0.7939189189189192,0.0081971491227648,9209576818919.355,570993762773000.0,1.2615292908942812,2.14277889318142,2503.62311827957
2022-03-09 16:30:00,0.1446091300400653,0.501280411827603,0.0226547619048034,9353356233551.725,271247330773000.0,0.5900701521924864,1.0020841991507772,2471.121264367816
2022-03-09 17:00:00,5.187168789820103e-05,0.5333333333333328,0.0056821052631477,9462079587758.62,274400308045000.0,0.5900701521924864,1.0020841991507772,2450.229885057472
2022-03-09 17:30:00,0.020021223912451,0.4199999999999997,0.0001980769230556,9558944517733.334,286768335532000.0,0.6104173988198134,1.0366547441238854,2418.8105555555558
2022-03-10 09:30:00,0.5644821363190649,0.5773502691896258,-0.0037233333333404,31090469375.0,497447510000.0,0.1440727283642058,0.2453918372219997,1444.1364583333334
2022-03-10 10:00:00,-0.1269623233904489,0.5345820306956206,0.0082530303030097,121981028975.0,4879241159000.0,0.377172790910015,0.6409359307333571,1422.5929166666667
2022-03-10 10:30:00,-0.4250117135921051,0.0135581536136659,0.0003788235294166,221014667954.54544,4862322695000.0,0.2223323325709803,0.3780937610870079,1397.305303030303
2022-03-10 11:00:00,-0.5831247896179134,-0.1538461538461538,0.0065179487179705,291766572125.0,4668265154000.0,0.1616962418698039,0.2752557416954254,1366.7458333333334
2022-03-10 11:30:00,0.2423598965635423,0.2857142857142861,0.0091366666666772,366179964476.1905,7689779254000.0,0.2254809160855855,0.3834360794370053,1333.1801587301586
2022-03-10 14:00:00,-0.6140656070198037,0.8100925873009822,0.0264624999999938,434068531083.3333,5208822373000.0,0.1182951515848892,0.2017490024783438,1178.1033333333332
2022-03-10 14:30:00,-0.3344139773644659,0.4601950115131127,-0.0110166666666913,504215531971.4286,17647543619000.0,0.7527915949080047,1.278851797631214,1150.6304761904762
2022-03-10 15:00:00,-0.0537016866581908,0.4907668798175102,0.013727142857121,577874443259.2593,15602609968000.0,0.6831392725934108,1.1605502909643064,1127.017901234568
2022-03-10 15:30:00,-0.0037994433609865,0.5773502691896255,0.0169133333333491,631847649625.0,10109562394000.0,0.4048232726479471,0.6878869167187398,1098.7854166666666
2022-03-10 16:00:00,-0.1153936873302814,0.6708203932499364,0.0199400000000196,681175299750.0,8174103597000.0,0.3036174544859603,0.5160530776468483,1065.201388888889
2022-03-10 16:30:00,-0.1962757546177281,0.5918640302493726,0.0348000000000041,742114676588.2354,12615949502000.0,0.4542560502699515,0.7718298641463879,1042.493137254902
2022-03-10 17:00:00,-0.566283403151671,,,777068880714.2858,5439482165000.0,0.1870574079784294,0.3182552738801574,1002.4928571428572
2022-03-10 17:30:00,0.4397938502737795,,0.0163199999999932,794499339666.6666,4766996038000.0,0.160334921124368,0.2729483537347144,973.75
2022-03-11 09:30:00,-0.0674021859020422,,,17616223400.0,176162234000.0,0.0685302350271274,0.1157155908527104,8.303333333333333
2022-03-11 10:00:00,-0.0826802349800653,0.3535533905932735,0.0108142857142894,93462336861.11111,3364644127000.0,0.451947642305444,0.7675932162356089,-15.487962962962955
2022-03-11 10:30:00,-0.0621164017379292,0.5800000000000001,0.0029036363636691,185377749222.22223,6673598972000.0,0.5579662039130953,0.947700873670086,-44.61851851851849
2022-03-11 11:00:00,0.0497997742218128,0.5500000000000002,0.0227143589743263,259886029857.14285,7276808836000.0,0.4609125837509169,0.7828234944335172,-79.90925925925927
2022-03-11 11:30:00,-0.135967576967439,0.384915800091622,0.0010225396824949,328603229692.3077,17087367944000.0,0.8535418217609573,1.449807889090705,-105.94633333333331
2022-03-11 12:00:00,-1.0,,,380044858250.0,1520179433000.0,0.0682833457408765,0.1152936937399837,-127.53333333333336
2022-03-11 14:00:00,-0.3314759154049756,0.4485294117647058,0.0053333333333256,414449134000.0,10775677484000.0,0.4438417473156978,0.753822276187686,-260.0410256410256
2022-03-11 14:30:00,-0.3573318516676368,0.5230769230769226,-0.0173983018868142,524870958841.2698,33066870407000.0,1.3280440136149378,2.255837818194405,-284.99603174603175
2022-03-11 15:00:00,-0.3427867439824061,0.6812078745816101,0.004169642857164,658622446622.2222,29638010098000.0,1.481603713174945,2.5166847137953643,-314.07444444444445
2022-03-11 15:30:00,0.4261489195413055,0.7156264473321342,-0.0406516666666618,762635147545.4546,16777973246000.0,0.8276922682135472,1.4058969781126525,-342.6810606060606
2022-03-11 16:00:00,-0.2958194659205013,0.2038588765750501,-0.0018375000000219,810569331894.7368,15400817306000.0,0.774057212616865,1.314786170783896,-375.2947368421053
2022-03-11 16:30:00,-0.1080016151157322,-0.0370370370370369,-0.3767678571428661,889572179137.931,25797593195000.0,1.5765047523456626,2.677889680121996,-404.15977011494255
2022-03-11 17:00:00,-0.1285116962346646,0.2142857142857143,0.0025499999999993,942338294416.6666,11308059533000.0,0.719985983572092,1.2229338302204014,-436.8444444444444
2022-03-11 17:30:00,-0.3333333333333333,,,971385832500.0,5828314995000.0,0.359992991786046,0.6113682745842871,-459.1972222222223
2022-03-11 18:00:00,-0.4999985894951239,-0.2499999999999999,0.0210399999999992,989223221833.3334,5935339331000.0,0.359992991786046,0.6113682745842871,-491.6722222222222
2022-03-14 09:30:00,-0.260693622953222,-0.3333333333333333,0.0083999999999946,12883135111.11111,115948216000.0,0.0412777665218627,0.0867007792812308,126732.51111111112
2022-03-14 10:00:00,0.0741809887009151,0.25,0.0197649999999924,43908760615.38461,570813888000.0,0.1514929967141841,0.262337213392325,126702.458974359
2022-03-14 10:30:00,-0.1433035959885325,0.3571428571428571,0.0188142857142992,74157330600.0,741573306000.0,0.1350719559359678,0.2350383979360461,126677.255
2022-03-14 11:00:00,0.2900353631190825,0.3889087296526011,-0.0005374999999929,115898922000.0,2549776284000.0,0.3566713207226233,0.6079999993511609,126640.98636363636
2022-03-14 11:30:00,-0.094428117073865,0.5238095238095237,0.0158874999999909,168998816545.45456,1858986982000.0,0.1783356603613116,0.3071913997085295,126610.2
2022-03-14 12:00:00,-1.0,,,194583376000.0,778333504000.0,0.0648493310404769,0.1213880728608274,126587.07083333332
2022-03-14 14:00:00,-0.3109074389034745,0.4772727272727274,0.006791666666686,237448961541.66663,5698775077000.0,0.6339505731583333,1.078062970191606,126460.78125
2022-03-14 14:30:00,-0.1609774496422137,0.1626500121580888,0.0050177777777804,314075942333.3333,7537822616000.0,0.6350672391804424,1.0799576680339391,126438.26319444446
2022-03-14 15:00:00,-0.3426167466354225,0.2058790548922549,0.0161285714285668,389675560476.1905,8183186770000.0,0.5556838342828871,0.9452854297575496,126406.24761904764
2022-03-14 15:30:00,-0.3069686037433891,0.8257575757575757,0.0072916666666458,459958024875.0,11038992597000.0,0.6350672391804424,1.0799576680339391,126371.04930555554
2022-03-14 16:00:00,-0.0064971374235841,,,503429954666.6667,3020579728000.0,0.1587668097951106,0.2744676312641388,126340.25555555556
2022-03-14 16:30:00,-0.8335129426859749,0.3499999999999999,0.0090599999999909,524193352300.0,5241933523000.0,0.2646113496585177,0.4523641783368695,126317.20333333334
2022-03-14 17:00:00,0.3356144018880954,0.25,0.0078800000000001,544366396142.8571,3810564773000.0,0.1852279447609623,0.3187424033200192,126279.62857142858
2022-03-14 17:30:00,-0.9999999999999998,,0.0179333333333318,557205789000.0,2228823156000.0,0.105844539863407,0.1868848816174574,126258.97083333333
2022-03-15 09:30:00,0.0049236836025185,0.3728485192496222,0.0152734649123544,78505047720.93024,3375717052000.0,1.0421401309424398,1.769930699829278,125286.26124031008
2022-03-15 10:00:00,-0.2127377739727106,0.4015957446808511,-0.0123906390976742,342707147774.8344,51748779314000.0,4.236355665394804,7.195986131394415,125264.58962472407
2022-03-15 10:30:00,-0.2945986585690224,0.2859142930723816,-0.0030758718676651,796483014243.3628,180005161219000.0,6.347759673494336,10.782533089806698,125237.8134218289
2022-03-15 11:00:00,-0.2538104003640954,0.5060325575065217,0.0040654514220079,1325981441217.5574,347407137599000.0,7.856143212864968,13.344748401681246,125205.53180661578
2022-03-15 11:30:00,-0.2469423078761532,0.6868890166762528,0.0007244932431973,1757210504655.7378,214379681568000.0,3.6675559269752913,6.229786881144617,125175.9218579235
2022-03-15 12:00:00,,,0.0,1908343376000.0,3816686752000.0,0.0601238676553326,0.0969002443029598,125154.85
2022-03-15 14:00:00,-0.1610313010500601,0.2754639571157458,0.0193969924812762,2007872067348.4849,132519556445000.0,1.9935221536149832,3.3861299842789,125025.33712121211
2022-03-15 14:30:00,-0.0510510796454484,0.671721944342926,0.0055361904761781,2177158039000.0,148046746652000.0,2.0932431509633336,3.5555277390752744,124996.5968137255
2022-03-15 15:00:00,-0.2270660507719221,0.4772306177642741,-0.0036173913043171,2352489521253.9683,148206839839000.0,2.023890970570529,3.437718086721885,124966.05777777778
